[Arrive Time: 1370, Sorting Time: 112, Direct Treasury: 0, Priority: 1, Desk: C, Desk Time:446, Treasury: 1, Treasury Time: 30, Repeat: 1, Waiting: 0
1: 22960 2: 22980 3:10000000 4:23677 5:23117 6:23429 7:23339 8:10000000
Clock: 22960

1: 23350 2: 22980 3:10000000 4:23677 5:23117 6:23429 7:23339 8:10000000
Clock: 22980

1: 23350 2: 23006 3:23830 4:23677 5:23117 6:23429 7:23339 8:10000000
Clock: 23006

1: 23350 2: 10000000 3:23830 4:23677 5:23117 6:23429 7:23339 8:10000000
Clock: 23117

Client exits the system Arrive Time: 22106, Sorting Time: 42, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:304, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 665

1: 23350 2: 10000000 3:23830 4:23677 5:23619 6:23429 7:23339 8:10000000
Clock: 23339

Client exits the system Arrive Time: 21923, Sorting Time: 85, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:537, Treasury: 0, Treasury Time: 93, Repeat: -1, Waiting: 1782

1: 23350 2: 10000000 3:23830 4:23677 5:23619 6:23429 7:24216 8:10000000
Clock: 23350

1: 23373 2: 23400 3:23830 4:23677 5:23619 6:23429 7:24216 8:10000000
Clock: 23373

1: 23733 2: 23400 3:23830 4:23677 5:23619 6:23429 7:24216 8:10000000
Clock: 23400

1: 23733 2: 23509 3:23830 4:23677 5:23619 6:23429 7:24216 8:23479
Clock: 23429

1: 23733 2: 23509 3:23830 4:23677 5:23619 6:23965 7:24216 8:23479
Clock: 23479

Client exits the system Arrive Time: 23350, Sorting Time: 50, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 79, Repeat: 0, Waiting: 0

1: 23733 2: 23509 3:23830 4:23677 5:23619 6:23965 7:24216 8:23486
Clock: 23486

Client exits the system Arrive Time: 22204, Sorting Time: 23, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:616, Treasury: 1, Treasury Time: 7, Repeat: 0, Waiting: 636

1: 23733 2: 23509 3:23830 4:23677 5:23619 6:23965 7:24216 8:10000000
Clock: 23509

1: 23733 2: 10000000 3:23830 4:23677 5:23619 6:23965 7:24216 8:10000000
Clock: 23619

1: 23733 2: 10000000 3:23830 4:23677 5:24574 6:23965 7:24216 8:23752
Clock: 23677

Client exits the system Arrive Time: 22742, Sorting Time: 28, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:836, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 71

1: 23733 2: 10000000 3:23830 4:10000000 5:24574 6:23965 7:24216 8:23752
Clock: 23733

1: 23868 2: 23789 3:23830 4:10000000 5:24574 6:23965 7:24216 8:23752
Clock: 23752

Client exits the system Arrive Time: 22393, Sorting Time: 49, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:502, Treasury: 1, Treasury Time: 133, Repeat: 0, Waiting: 675

1: 23868 2: 23789 3:23830 4:10000000 5:24574 6:23965 7:24216 8:10000000
Clock: 23789

1: 23868 2: 10000000 3:23830 4:10000000 5:24574 6:23965 7:24216 8:10000000
Clock: 23830

Client exits the system Arrive Time: 22896, Sorting Time: 84, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:850, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 23868 2: 10000000 3:10000000 4:10000000 5:24574 6:23965 7:24216 8:10000000
Clock: 23868

1: 23909 2: 24006 3:10000000 4:10000000 5:24574 6:23965 7:24216 8:10000000
Clock: 23909

1: 24122 2: 24006 3:10000000 4:10000000 5:24574 6:23965 7:24216 8:10000000
Clock: 23965

Client exits the system Arrive Time: 22760, Sorting Time: 47, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:536, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 622

1: 24122 2: 24006 3:10000000 4:10000000 5:24574 6:24234 7:24216 8:10000000
Clock: 24006

1: 24122 2: 24068 3:25582 4:10000000 5:24574 6:24234 7:24216 8:10000000
Clock: 24068

1: 24122 2: 10000000 3:25582 4:10000000 5:24574 6:24234 7:24216 8:24127
Clock: 24122

1: 24204 2: 24221 3:25582 4:10000000 5:24574 6:24234 7:24216 8:24127
Clock: 24127

Client exits the system Arrive Time: 23909, Sorting Time: 62, Direct Treasury: 1, Priority: 0, Desk:  , Desk Time:0, Treasury: 1, Treasury Time: 59, Repeat: 0, Waiting: 97

1: 24204 2: 24221 3:25582 4:10000000 5:24574 6:24234 7:24216 8:10000000
Clock: 24204

1: 24325 2: 24221 3:25582 4:10000000 5:24574 6:24234 7:24216 8:10000000
Clock: 24216

1: 24325 2: 24221 3:25582 4:10000000 5:24574 6:24234 7:24742 8:24388
Clock: 24221

1: 24325 2: 24271 3:25582 4:10000000 5:24574 6:24234 7:24742 8:24388
Clock: 24234

1: 24325 2: 24271 3:25582 4:10000000 5:24574 6:24479 7:24742 8:24388
Clock: 24271

1: 24325 2: 10000000 3:25582 4:10000000 5:24574 6:24479 7:24742 8:24388
Clock: 24325

1: 24363 2: 24386 3:25582 4:10000000 5:24574 6:24479 7:24742 8:24388
Clock: 24363

1: 24451 2: 24386 3:25582 4:10000000 5:24574 6:24479 7:24742 8:24388
Clock: 24386

1: 24451 2: 24486 3:25582 4:10000000 5:24574 6:24479 7:24742 8:24388
Clock: 24388

Client exits the system Arrive Time: 20973, Sorting Time: 119, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:877, Treasury: 1, Treasury Time: 172, Repeat: 0, Waiting: 2247

1: 24451 2: 24486 3:25582 4:10000000 5:24574 6:24479 7:24742 8:24504
Clock: 24451

1: 24458 2: 24486 3:25582 4:10000000 5:24574 6:24479 7:24742 8:24504
Clock: 24458

1: 24787 2: 24486 3:25582 4:10000000 5:24574 6:24479 7:24742 8:24504
Clock: 24479

1: 24787 2: 24486 3:25582 4:10000000 5:24574 6:24832 7:24742 8:24504
Clock: 24486

1: 24787 2: 24544 3:25582 4:10000000 5:24574 6:24832 7:24742 8:24504
Clock: 24504

Client exits the system Arrive Time: 23373, Sorting Time: 109, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:269, Treasury: 1, Treasury Time: 116, Repeat: 0, Waiting: 637

1: 24787 2: 24544 3:25582 4:10000000 5:24574 6:24832 7:24742 8:24567
Clock: 24544

1: 24787 2: 24602 3:25582 4:10000000 5:24574 6:24832 7:24742 8:24567
Clock: 24567

Client exits the system Arrive Time: 24122, Sorting Time: 99, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:245, Treasury: 1, Treasury Time: 63, Repeat: 0, Waiting: 38

1: 24787 2: 24602 3:25582 4:10000000 5:24574 6:24832 7:24742 8:10000000
Clock: 24574

Client exits the system Arrive Time: 22960, Sorting Time: 26, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:955, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 633

1: 24787 2: 24602 3:25582 4:10000000 5:25665 6:24832 7:24742 8:10000000
Clock: 24602

1: 24787 2: 10000000 3:25582 4:10000000 5:25665 6:24832 7:24742 8:10000000
Clock: 24742

Client exits the system Arrive Time: 22314, Sorting Time: 169, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:526, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 1733

1: 24787 2: 10000000 3:25582 4:10000000 5:25665 6:24832 7:25367 8:10000000
Clock: 24787

1: 25089 2: 24910 3:25582 4:10000000 5:25665 6:24832 7:25367 8:10000000
Clock: 24832

1: 25089 2: 24910 3:25582 4:10000000 5:25665 6:25568 7:25367 8:24923
Clock: 24910

1: 25089 2: 10000000 3:25582 4:25681 5:25665 6:25568 7:25367 8:24923
Clock: 24923

Client exits the system Arrive Time: 24204, Sorting Time: 50, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:353, Treasury: 1, Treasury Time: 91, Repeat: 0, Waiting: 225

1: 25089 2: 10000000 3:25582 4:25681 5:25665 6:25568 7:25367 8:10000000
Clock: 25089

1: 25103 2: 25138 3:25582 4:25681 5:25665 6:25568 7:25367 8:10000000
Clock: 25103

1: 25419 2: 25138 3:25582 4:25681 5:25665 6:25568 7:25367 8:10000000
Clock: 25138

1: 25419 2: 25224 3:25582 4:25681 5:25665 6:25568 7:25367 8:10000000
Clock: 25224

1: 25419 2: 10000000 3:25582 4:25681 5:25665 6:25568 7:25367 8:10000000
Clock: 25367

1: 25419 2: 10000000 3:25582 4:25681 5:25665 6:25568 7:25137 8:25428
Clock: 25137

1: 25419 2: 10000000 3:25582 4:25681 5:25665 6:25568 7:25565 8:25428
Clock: 25419

1: 25932 2: 25443 3:25582 4:25681 5:25665 6:25568 7:25565 8:25428
Clock: 25428

Client exits the system Arrive Time: 23733, Sorting Time: 56, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:625, Treasury: 1, Treasury Time: 61, Repeat: 0, Waiting: 953

1: 25932 2: 25443 3:25582 4:25681 5:25665 6:25568 7:25565 8:25535
Clock: 25443

1: 25932 2: 10000000 3:25582 4:25681 5:25665 6:25568 7:25565 8:25535
Clock: 25535

1: 25932 2: 10000000 3:25582 4:25681 5:25665 6:25568 7:25565 8:10000000
Clock: 25565

1: 25932 2: 10000000 3:25582 4:25681 5:25665 6:25568 7:26070 8:25579
Clock: 25568

1: 25932 2: 10000000 3:25582 4:25681 5:25665 6:26004 7:26070 8:25579
Clock: 25579

Client exits the system Arrive Time: 25089, Sorting Time: 49, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:428, Treasury: 1, Treasury Time: 14, Repeat: 0, Waiting: -1

1: 25932 2: 10000000 3:25582 4:25681 5:25665 6:26004 7:26070 8:25612
Clock: 25582

Client exits the system Arrive Time: 23868, Sorting Time: 138, Direct Treasury: 0, Priority: 0, Desk: A, Desk Time:1576, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 25932 2: 10000000 3:10000000 4:25681 5:25665 6:26004 7:26070 8:25612
Clock: 25612

Client exits the system Arrive Time: 24363, Sorting Time: 100, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:736, Treasury: 1, Treasury Time: 33, Repeat: 0, Waiting: 380

1: 25932 2: 10000000 3:10000000 4:25681 5:25665 6:26004 7:26070 8:10000000
Clock: 25665

1: 25932 2: 10000000 3:10000000 4:25681 5:25826 6:26004 7:26070 8:25781
Clock: 25681

Client exits the system Arrive Time: 24787, Sorting Time: 123, Direct Treasury: 0, Priority: 1, Desk: A, Desk Time:771, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 25932 2: 10000000 3:10000000 4:10000000 5:25826 6:26004 7:26070 8:25781
Clock: 25781

Client exits the system Arrive Time: 24325, Sorting Time: 61, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:1091, Treasury: 1, Treasury Time: 116, Repeat: 0, Waiting: 188

1: 25932 2: 10000000 3:10000000 4:10000000 5:25826 6:26004 7:26070 8:10000000
Clock: 25826

Client exits the system Arrive Time: 25103, Sorting Time: 86, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:161, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 476

1: 25932 2: 10000000 3:10000000 4:10000000 5:26203 6:26004 7:26070 8:10000000
Clock: 25932

1: 26092 2: 25981 3:10000000 4:10000000 5:26203 6:26004 7:26070 8:10000000
Clock: 25981

1: 26092 2: 10000000 3:10000000 4:10000000 5:26203 6:26004 7:26070 8:10000000
Clock: 26004

Client exits the system Arrive Time: 24458, Sorting Time: 58, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:436, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 1052

1: 26092 2: 10000000 3:10000000 4:10000000 5:26203 6:10000000 7:26070 8:10000000
Clock: 26070

Client exits the system Arrive Time: 25535, Sorting Time: 58, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:505, Treasury: 0, Treasury Time: 107, Repeat: -1, Waiting: 414

1: 26092 2: 10000000 3:10000000 4:10000000 5:26203 6:10000000 7:25419 8:10000000
Clock: 25419

1: 26092 2: 10000000 3:10000000 4:10000000 5:26203 6:10000000 7:10000000 8:25487
Clock: 25487

1: 26092 2: 10000000 3:10000000 4:10000000 5:26203 6:10000000 7:10000000 8:10000000
Clock: 26092

1: 26136 2: 26181 3:10000000 4:10000000 5:26203 6:10000000 7:26190 8:10000000
Clock: 26136

1: 26543 2: 26181 3:10000000 4:10000000 5:26203 6:10000000 7:26190 8:10000000
Clock: 26181

1: 26543 2: 26190 3:10000000 4:10000000 5:26203 6:26522 7:26190 8:10000000
Clock: 26190

Client exits the system Arrive Time: 25487, Sorting Time: 49, Direct Treasury: 0, Priority: 1, Desk: C, Desk Time:98, Treasury: 0, Treasury Time: 68, Repeat: -1, Waiting: 556

1: 26543 2: 10000000 3:26578 4:10000000 5:26203 6:26522 7:10000000 8:10000000
Clock: 26203

Client exits the system Arrive Time: 25419, Sorting Time: 24, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:377, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 383

1: 26543 2: 10000000 3:26578 4:10000000 5:10000000 6:26522 7:10000000 8:10000000
Clock: 26522

Client exits the system Arrive Time: 26092, Sorting Time: 89, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:341, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 26543 2: 10000000 3:26578 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 26543

1: 26648 2: 26544 3:26578 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 26544

1: 26648 2: 10000000 3:26578 4:10000000 5:26967 6:10000000 7:10000000 8:10000000
Clock: 26578

Client exits the system Arrive Time: 26136, Sorting Time: 9, Direct Treasury: 0, Priority: 1, Desk: A, Desk Time:388, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 45

1: 26648 2: 10000000 3:10000000 4:10000000 5:26967 6:10000000 7:10000000 8:10000000
Clock: 26648

1: 27110 2: 26681 3:10000000 4:10000000 5:26967 6:10000000 7:10000000 8:10000000
Clock: 26681

1: 27110 2: 10000000 3:10000000 4:10000000 5:26967 6:10000000 7:26296 8:10000000
Clock: 26296

1: 27110 2: 10000000 3:10000000 4:10000000 5:26967 6:10000000 7:10000000 8:26321
Clock: 26321

1: 27110 2: 10000000 3:10000000 4:10000000 5:26967 6:10000000 7:10000000 8:10000000
Clock: 26967

Client exits the system Arrive Time: 26543, Sorting Time: 1, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:423, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 27110 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:26972 8:10000000
Clock: 26972

Client exits the system Arrive Time: 26321, Sorting Time: 33, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:5, Treasury: 0, Treasury Time: 25, Repeat: -1, Waiting: 613

1: 27110 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 27110

1: 27300 2: 27145 3:10000000 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 27145

1: 27300 2: 10000000 3:10000000 4:10000000 5:27456 6:10000000 7:10000000 8:10000000
Clock: 27300

1: 27381 2: 27312 3:10000000 4:10000000 5:27456 6:10000000 7:10000000 8:10000000
Clock: 27312

1: 27381 2: 10000000 3:27614 4:10000000 5:27456 6:10000000 7:10000000 8:10000000
Clock: 27381

1: 27433 2: 27382 3:27614 4:10000000 5:27456 6:10000000 7:10000000 8:10000000
Clock: 27382

1: 27433 2: 10000000 3:27614 4:10000000 5:27456 6:10000000 7:27362 8:10000000
Clock: 27362

1: 27433 2: 10000000 3:27614 4:10000000 5:27456 6:10000000 7:10000000 8:27423
Clock: 27423

1: 27433 2: 10000000 3:27614 4:10000000 5:27456 6:10000000 7:10000000 8:10000000
Clock: 27433

1: 27461 2: 27562 3:27614 4:10000000 5:27456 6:10000000 7:27445 8:10000000
Clock: 27445

Client exits the system Arrive Time: 27423, Sorting Time: 1, Direct Treasury: 0, Priority: 0, Desk: C, Desk Time:12, Treasury: 0, Treasury Time: 61, Repeat: -1, Waiting: 9

1: 27461 2: 27562 3:27614 4:10000000 5:27456 6:10000000 7:10000000 8:10000000
Clock: 27456

1: 27461 2: 27562 3:27614 4:10000000 5:10000000 6:10000000 7:10000000 8:27462
Clock: 27461

1: 28120 2: 27562 3:27614 4:10000000 5:10000000 6:10000000 7:10000000 8:27462
Clock: 27462

Client exits the system Arrive Time: 27110, Sorting Time: 35, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:311, Treasury: 1, Treasury Time: 6, Repeat: 0, Waiting: 0

1: 28120 2: 27562 3:27614 4:10000000 5:10000000 6:10000000 7:10000000 8:10000000
Clock: 27562

1: 28120 2: 27608 3:27614 4:10000000 5:28344 6:10000000 7:10000000 8:10000000
Clock: 27608

1: 28120 2: 10000000 3:27614 4:10000000 5:28344 6:28472 7:10000000 8:10000000
Clock: 27614

Client exits the system Arrive Time: 27300, Sorting Time: 12, Direct Treasury: 0, Priority: 1, Desk: A, Desk Time:302, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 28120 2: 10000000 3:10000000 4:10000000 5:28344 6:28472 7:10000000 8:10000000
Clock: 28120

1: 28514 2: 28206 3:10000000 4:10000000 5:28344 6:28472 7:10000000 8:10000000
Clock: 28206

1: 28514 2: 10000000 3:10000000 4:10000000 5:28344 6:28472 7:28991 8:10000000
Clock: 28344

Client exits the system Arrive Time: 27433, Sorting Time: 129, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:782, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 0

1: 28514 2: 10000000 3:10000000 4:10000000 5:10000000 6:28472 7:28991 8:10000000
Clock: 28472

Client exits the system Arrive Time: 27461, Sorting Time: 46, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:864, Treasury: 0, Treasury Time: 0, Repeat: 0, Waiting: 101

1: 28514 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:28991 8:10000000
Clock: 28514

1: 10000000 2: 28584 3:10000000 4:10000000 5:10000000 6:10000000 7:28991 8:10000000
Clock: 28584

1: 10000000 2: 10000000 3:10000000 4:10000000 5:28420 6:10000000 7:28991 8:10000000
Clock: 28420

1: 10000000 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:28991 8:28432
Clock: 28432

1: 10000000 2: 10000000 3:10000000 4:10000000 5:10000000 6:10000000 7:28991 8:10000000
Clock: 28991

********************************INICIO SIMULAÇÃO********************************

Nº de clientes gerados: 139
Nº de clientes atendidos (saiem do sistema): 137 -> 98.56115% dos clientes gerados.
--------Balcões--------
Nº de clientes gerados para o Balcão A: 32 -> 23.021584%.
Nº de clientes gerados para o Balcão B: 62 -> 44.604317%.
Nº de clientes gerados para o Balcão C: 28 -> 20.143885%.
Nº de clientes que vão diretos à Tesouraria: 17 -> 12.230216%.

Nº clientes atendidos no Balcão A1: 19 -> 59.375% dos clientes A -> 13.868613% dos clientes totais atendidos -> 13.6690645% dos clientes gerados.
Nº clientes atendidos no Balcão A2: 13 -> 40.625% dos clientes A -> 9.489051% dos clientes totais atendidos -> 9.352518% dos clientes gerados.
Nº clientes atendidos no Balcão B1: 35 -> 56.451614% dos clientes B -> 25.547445% dos clientes totais atendidos -> 25.179857% dos clientes gerados.
Nº clientes atendidos no Balcão B2: 26 -> 41.935482% dos clientes B -> 18.978102% dos clientes totais atendidos -> 18.705036% dos clientes gerados.
Nº clientes atendidos no Balcão C: 27 -> 96.42857% dos clientes C -> 19.70803% dos clientes totais atendidos -> 19.424461% dos clientes gerados.
Nº clientes atendidos na Tesouraria: 64 -> 100.0% dos clientes que passam na Tesouraria -> 46.71533% dos clientes totais atendidos -> 46.043167% dos clientes gerados.

--------Quadrantes--------
Nº total de clientes atendidos Q1 (9h-11h): 14 -> 10.218978% de clientes atendidos.
Nº total de clientes atendidos Q2 (11h-13h): 30 -> 21.89781% de clientes atendidos.
Nº total de clientes atendidos Q3 (13h-15h): 56 -> 40.87591% de clientes atendidos.
Nº total de clientes atendidos Q4 (15h-17h): 37 -> 27.0073% de clientes atendidos.
Quadrante 1
Nº clientes antendidos A: 4 -> 28.57143% dos clientes atendidos neste quadrante.
Nº clientes antendidos B: 6 -> 42.857143% dos clientes atendidos neste quadrante.
Nº clientes antendidos C: 3 -> 21.428572% dos clientes atendidos neste quadrante.
Nº clientes atendidos que vão diretos para a Tesouraria: 1 -> 7.1428576%
Quadrante 2
Nº clientes antendidos A: 7 -> 23.333334% dos clientes atendidos neste quadrante.
Nº clientes antendidos B: 13 -> 43.333332% dos clientes atendidos neste quadrante.
Nº clientes antendidos C: 5 -> 16.666668% dos clientes atendidos neste quadrante.
Nº clientes atendidos que vão diretos para a Tesouraria: 5 -> 16.666668%
Quadrante 3
Nº clientes antendidos A: 13 -> 23.214285% dos clientes atendidos neste quadrante.
Nº clientes antendidos B: 23 -> 41.07143% dos clientes atendidos neste quadrante.
Nº clientes antendidos C: 11 -> 19.642857% dos clientes atendidos neste quadrante.
Nº clientes atendidos que vão diretos para a Tesouraria: 9 -> 16.071428%
Quadrante 4
Nº clientes antendidos A: 8 -> 21.621622% dos clientes atendidos neste quadrante.
Nº clientes antendidos B: 19 -> 51.35135% dos clientes atendidos neste quadrante.
Nº clientes antendidos C: 8 -> 21.621622% dos clientes atendidos neste quadrante.
Nº clientes atendidos que vão diretos para a Tesouraria: 2 -> 5.4054055% dos clientes atendidos neste quadrante.

--------Variáveis Estatísticas--------
TTE: 31900 -> TTE Min: -42 TTE Max: 2247
TTE do Q1: 1902
TTE do Q2: 1738
TTE do Q3: 14851
TTE do Q4: 13409
TME: 819.0
TME do Q1: 135.85715
TME do Q2: 57.933334
TME do Q3: 265.19644
TME do Q4: 362.4054

--------Filas de Espera--------
Triagem: []
Prioritários Balcões: []
Repetentes Balcões: [Arrive Time: 28432, Sorting Time: 70, Direct Treasury: 0, Priority: 0, Desk: B, Desk Time:473, Treasury: 0, Treasury Time: 12, Repeat: -1, Waiting: 0
]
Gerais Balcões: []
Prioritários Tesouraria: []
Repetentes Tesouraria: []
Gerais Tesouraria: []
TME da fila da Triagem: 70.76471
TME da fila Prioritários Balcões: 64.333336
TME da fila Repetentes Balcões: 353.125
TME da fila Gerais Balcões: 591.525
TME da fila Prioritários Tesouraria: 85.818184
TME da fila Repetentes Tesouraria: 224.375
TME da flia Gerais Tesouraria: 81.63158

********************************FIM SIMULAÇÃO********************************
